point,area,type,months,total1,total2,monthly1,monthly2
花蓮縣萬榮鄉西林國民小學附設幼兒園,萬榮鄉,公立,10,58120,0,5812,0
花蓮縣萬榮鄉見晴國民小學附設幼兒園,萬榮鄉,公立,10,58120,0,5812,0
花蓮縣豐濱鄉新社國民小學附設幼兒園,豐濱鄉,公立,10,58120,0,5812,0
花蓮縣豐濱鄉豐濱國民小學附設幼兒園,豐濱鄉,公立,10,58120,200,5812,20
花蓮縣豐濱鄉靜浦國民小學附設幼兒園,豐濱鄉,公立,10,58120,0,5812,0
花蓮縣鳳林鎮大榮國民小學附設幼兒園,鳳林鎮,公立,10,58120,0,5812,0
花蓮縣鳳林鎮林榮國民小學附設幼兒園,鳳林鎮,公立,10,58120,0,5812,0
花蓮縣鳳林鎮立幼兒園,鳳林鎮,公立,12,60832,0,5069,0
花蓮縣鳳林鎮長橋國民小學附設幼兒園,鳳林鎮,公立,10,58120,0,5812,0
花蓮縣鳳林鎮鳳仁國民小學附設幼兒園,鳳林鎮,公立,10,58120,200,5812,20
花蓮縣鳳林鎮鳳林國民小學附設幼兒園,鳳林鎮,公立,10,58120,0,5812,0
財團法人中華民國佛教慈濟慈善事業基金會附設花蓮縣私立花蓮大愛幼兒園,花蓮市,私立,12,228000,0,19000,0
財團法人北部台灣基督長老教會東部中會玉里教會附設花蓮縣私立和平幼兒園,玉里鎮,準公共化,12,215136,7200,17928,600
財團法人天主教會花蓮教區附設花蓮縣私立中和幼兒園,吉安鄉,準公共化,12,200208,0,16684,0
財團法人天主教會花蓮教區附設花蓮縣私立安德幼兒園,秀林鄉,準公共化,12,132480,0,11040,0
財團法人天主教會花蓮教區附設花蓮縣私立明德幼兒園,花蓮市,準公共化,12,132480,0,11040,0
財團法人天主教會花蓮教區附設花蓮縣私立書樂幼兒園,壽豐鄉,準公共化,12,170400,0,14200,0
財團法人天主教會花蓮教區附設花蓮縣私立欣欣幼兒園,富里鄉,準公共化,10,160000,0,16000,0
